12.048810,12.052312,34.643396,12.044187,12.045291,19.467178,19.045556,12.044295,12.064163,12.062630,12.059263,12.055803
11.763245,11.766866,33.905715,11.758010,11.759618,19.185583,18.081111,11.758168,11.779051,11.777516,11.774060,11.770477
11.403692,11.406777,24.192438,11.399336,11.400589,19.077914,17.495556,11.399465,11.416729,11.415820,11.412901,11.409854
10.977090,10.980171,22.321899,10.972913,10.973987,19.077914,17.633333,10.973022,10.990103,10.989196,10.986284,10.983242
11.926075,12.666682,27.951499,11.925466,11.926023,19.210429,18.150000,11.925591,12.660187,12.661184,12.663863,12.665682
12.414022,15.513573,34.839654,12.413341,12.414032,19.483742,19.321111,12.413503,15.519127,15.518635,15.516204,15.514511
17.564529,21.368430,45.671842,15.630200,15.630275,21.397234,21.394159,15.630119,21.384393,21.372945,21.370728,21.369245
22.678662,22.678717,49.870692,17.103247,17.103247,22.669987,22.673410,17.103247,22.675395,22.677173,22.678249,22.678556
23.177856,23.178363,50.960000,17.622735,17.622735,23.170477,23.171061,17.622735,23.171601,23.172529,23.176454,23.177900
23.481305,23.480819,55.226395,17.507293,17.507293,23.478135,23.481155,17.507293,23.484786,23.487505,23.482954,23.481392
25.388517,25.388431,49.999998,17.381357,17.381357,23.744479,23.744479,17.381357,24.498447,24.498447,25.388462,25.388381
30.874711,30.874659,46.658091,17.147849,17.147850,23.650000,23.650002,17.147850,24.470774,24.470702,30.874458,30.874497
31.754872,31.754652,47.201012,17.045526,17.045526,23.516871,23.516871,17.045526,24.391213,24.391212,31.754669,31.754603
33.397605,33.397385,45.905384,16.817266,16.817267,23.585583,23.585583,16.817267,24.292501,24.292500,33.397399,33.397357
32.919145,32.919123,32.920228,16.827756,16.827761,23.534023,23.534179,16.827759,24.180638,24.181037,32.919690,32.919342
33.331630,33.333339,34.992357,16.735430,16.737731,23.499638,23.500035,16.733500,24.212687,24.212658,33.329247,33.331813
28.995004,28.991007,34.996873,16.720385,16.720469,23.413803,23.413807,16.720315,24.209570,24.209582,28.990754,28.989722
28.997211,28.994983,34.983107,16.438177,16.438177,23.323619,23.323621,16.438177,24.241670,24.241673,28.994851,28.994289
28.995233,28.991421,35.988746,16.356036,16.356036,23.332208,23.332209,16.356036,24.260440,24.260441,28.991147,28.990158
23.900574,23.900038,50.248835,16.602458,16.602458,23.525460,23.525460,16.602458,23.908112,23.906838,23.902204,23.900591
23.252378,23.252579,34.461934,16.794407,16.794407,23.229591,23.232021,16.794407,23.242580,23.250954,23.252038,23.252488
22.739039,22.738414,34.024076,16.178065,16.178065,22.741025,22.743491,16.178065,22.745584,22.746300,22.740959,22.739067
21.916789,21.916123,21.921075,15.636192,15.638480,21.929778,21.925556,15.633662,21.923386,21.921918,21.918803,21.916850
14.401800,21.175909,21.175058,14.401146,14.401264,21.181455,21.179478,14.401124,21.175657,21.171250,21.174162,21.175361
12.933125,15.904078,27.950145,12.932739,12.933140,21.164110,19.920000,12.932936,15.908135,15.907820,15.906021,15.904772
12.573483,15.770695,21.687931,12.572451,12.573407,20.890798,19.826667,12.571155,15.778902,15.778025,15.774452,15.772026
12.463460,15.373486,15.379496,12.462627,12.463468,20.799693,19.770000,12.461662,15.381208,15.380871,15.378084,15.375122
12.581853,15.112646,15.114057,12.581850,12.581848,20.807975,19.780000,12.581849,15.114284,15.114351,15.113764,15.113059
12.430943,15.752363,24.958505,12.430775,12.430911,20.940491,19.826667,12.430628,15.765495,15.763785,15.758131,15.754387
